nationality,age,dayssincecreation,averageleadtime,lodgingrevenue,otherrevenue,bookingscanceled,bookingsnoshowed,bookingscheckedin,personsnights,roomnights,dayssincelaststay,dayssincefirststay,distributionchannel,marketsegment,srhighfloor,srlowfloor,sraccessibleroom,srmediumfloor,srbathtub,srshower,srcrib,srkingsizebed,srtwinbed,srnearelevator,srawayfromelevator,srnoalcoholinminibar,srquietroom,total_revenue,total_bookings,revenue_per_night
ITA,54,879,119,487.8,131.5,0,0,1,12,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,619.3,1,121.95
SVK,44,879,1,744.0,142.5,0,0,1,4,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,886.5,1,372.0
SVK,20,879,1,248.0,4.0,0,0,1,4,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,252.0,1,124.0
NLD,22,879,161,1096.5,10.5,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1107.0,1,274.125
IRL,55,879,67,603.9,73.0,0,0,1,12,3,882,882,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,676.9,1,201.29999999999998
ESP,33,879,108,318.75,139.5,0,0,1,10,5,884,884,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,458.25,1,63.75
GBR,18,879,196,969.0,207.0,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1176.0,1,242.25
FRA,58,879,23,278.0,8.5,0,0,1,4,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,286.5,1,139.0
GBR,51,879,196,323.0,200.5,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,523.5,1,80.75
FRA,19,879,142,283.5,6.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,289.5,1,283.5
FRA,14,879,142,94.5,52.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,1,146.5,1,94.5
CHE,65,879,124,279.9,42.0,0,0,1,6,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,321.9,1,93.3
FRA,34,879,169,437.25,97.0,0,0,1,10,5,884,884,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,534.25,1,87.45
GBR,48,879,127,918.0,162.2,0,0,1,16,4,883,883,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,1080.2,1,229.5
ESP,64,879,14,447.0,128.0,0,0,1,9,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,575.0,1,149.0
CHE,67,879,124,279.9,68.0,0,0,1,6,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,347.9,1,93.3
AUT,23,879,193,255.0,89.5,0,0,1,8,4,883,883,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,344.5,1,63.75
AUT,54,879,193,255.0,77.0,0,0,1,8,4,883,883,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,332.0,1,63.75
FRA,64,879,182,94.5,97.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,191.5,1,94.5
FRA,23,879,198,248.72,8.0,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,256.72,1,62.18
ESP,55,879,12,1785.0,582.5,0,0,1,6,3,882,882,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,2367.5,1,595.0
ESP,10,879,12,1071.0,12.0,0,0,1,6,3,882,882,Travel Agent/Operator,Other,1,0,0,0,0,0,0,0,0,0,0,0,0,1083.0,1,357.0
AUT,22,879,189,394.75,475.5,0,0,1,10,5,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,870.25,1,78.95
DNK,42,879,158,1673.25,750.0,0,0,1,14,7,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,2423.25,1,239.03571428571428
DNK,53,879,158,2998.35,441.0,0,0,1,21,7,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,3439.35,1,428.3357142857143
AUT,52,879,189,458.5,79.0,0,0,1,10,5,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,537.5,1,91.7
AUT,22,879,189,394.75,90.0,0,0,1,10,5,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,484.75,1,78.95
DNK,78,879,158,682.7,98.0,0,0,1,14,7,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,780.7,1,97.52857142857144
AUT,52,879,189,394.75,297.5,0,0,1,10,5,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,692.25,1,78.95
PRT,50,879,152,191.25,34.0,0,0,1,6,3,882,882,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,225.25,1,63.75
PRT,38,879,135,213.0,52.0,0,0,1,6,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,265.0,1,106.5
FRA,48,879,23,336.45,41.5,0,0,1,3,3,882,882,Direct,Direct,0,0,0,0,0,0,0,0,0,0,1,0,0,377.95,1,112.14999999999999
BEL,47,879,170,279.9,164.5,0,0,1,6,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,444.4,1,93.3
BEL,48,879,170,279.9,325.5,0,0,1,6,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,605.4,1,93.3
GBR,63,879,84,462.0,130.0,0,0,1,9,3,882,882,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,592.0,1,154.0
ESP,55,879,188,377.75,385.0,0,0,1,10,5,884,884,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,762.75,1,75.55
NLD,51,879,161,1096.5,24.0,0,0,1,8,4,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1120.5,1,274.125
FRA,47,879,77,1287.3,520.5,0,0,1,36,9,888,888,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,1807.8,1,143.03333333333333
PRT,45,879,103,239.4,88.0,0,0,1,6,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,327.4,1,119.7
PRT,45,879,187,481.25,242.0,0,0,1,14,7,886,886,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,723.25,1,68.75
SWE,33,879,15,248.0,24.5,0,0,1,4,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,272.5,1,124.0
BEL,28,879,15,248.0,24.0,0,0,1,4,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,272.0,1,124.0
FRA,65,879,97,396.9,90.5,0,0,1,9,3,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,487.4,1,132.29999999999998
PRT,52,879,6,84.0,17.8,0,0,1,1,1,880,880,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,101.8,1,84.0
FRA,24,879,1,154.0,105.0,0,0,1,2,1,880,880,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,259.0,1,154.0
ESP,38,879,174,1291.3,207.0,0,0,1,6,2,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,1,0,0,0,0,0,0,1498.3,1,645.65
PRT,36,878,122,320.4,53.5,0,0,1,6,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,373.9,1,106.8
DMA,27,878,124,373.2,79.0,0,0,1,8,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,452.2,1,93.3
CHE,27,878,173,93.3,14.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,107.3,1,93.3
DEU,45,878,207,150.3,40.0,0,0,1,4,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,1,0,0,190.3,1,150.3
HUN,42,878,43,116.15,18.0,0,0,1,3,1,879,879,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,134.15,1,116.15
HUN,49,878,22,576.0,88.0,0,0,1,12,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,664.0,1,144.0
GBR,46,878,66,121.38,7.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,128.38,1,121.38
GBR,8,878,65,124.38,4.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,128.38,1,124.38
BEL,16,878,1,139.0,30.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,169.0,1,139.0
FRA,47,878,178,982.95,191.5,0,0,1,27,9,887,887,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1174.45,1,109.21666666666667
BEL,14,878,1,417.0,42.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,459.0,1,417.0
BEL,18,878,1,327.0,30.0,0,0,1,1,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,357.0,1,327.0
NOR,55,878,159,349.8,164.0,0,0,1,8,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,513.8,1,87.45
NOR,19,878,159,349.8,176.25,0,0,1,8,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,526.05,1,87.45
PRT,51,878,0,64.5,7.0,0,0,1,1,1,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5,1,64.5
ESP,46,878,2,178.0,35.0,0,0,1,2,2,880,880,Corporate,Corporate,0,0,0,0,0,0,0,0,0,0,0,0,0,213.0,1,89.0
FRA,22,878,122,320.4,82.5,0,0,1,6,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,402.9,1,106.8
BEL,57,878,149,789.5,341.5,0,0,1,20,10,888,888,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,1131.0,1,78.95
JPN,35,878,22,462.0,56.0,0,0,1,9,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,518.0,1,154.0
PRT,56,878,1,109.0,11.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,1,109.0
FRA,56,878,161,445.75,119.0,0,0,1,10,5,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,564.75,1,89.15
GBR,37,878,124,106.8,28.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,134.8,1,106.8
FRA,48,878,184,319.5,130.5,0,0,1,9,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,450.0,1,106.5
BEL,32,878,48,226.2,30.5,0,0,1,4,2,880,880,Direct,Direct,0,0,0,0,0,0,0,1,0,0,1,0,0,256.7,1,113.1
NLD,47,878,90,258.0,44.0,0,0,1,6,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,302.0,1,129.0
FRA,60,878,0,124.0,23.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,147.0,1,124.0
FRA,38,878,112,490.8,104.0,0,0,1,12,4,882,882,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,594.8,1,122.7
BEL,41,878,1,109.0,19.1,0,0,1,1,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,128.1,1,109.0
FRA,45,878,20,426.0,62.0,0,0,1,8,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,488.0,1,213.0
FRA,59,878,160,279.9,117.0,0,0,1,6,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,396.9,1,93.3
NLD,40,878,206,450.9,112.0,0,0,1,12,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,562.9,1,150.29999999999998
FRA,24,878,1,69.19,56.0,0,0,1,2,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,125.19,1,69.19
FRA,44,878,172,399.0,68.0,0,0,1,12,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,467.0,1,99.75
FRA,50,878,159,211.32,57.0,0,0,1,6,3,881,881,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,268.32,1,70.44
FRA,22,878,159,211.32,118.5,0,0,1,6,3,881,881,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,329.82,1,70.44
GBR,51,878,182,236.0,38.5,0,0,1,6,2,880,880,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,274.5,1,118.0
DEU,51,878,44,274.2,35.0,0,0,1,6,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,309.2,1,137.1
GBR,44,878,186,213.0,192.0,0,0,1,6,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,405.0,1,106.5
CAN,55,878,107,705.0,171.0,0,0,1,9,3,881,881,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,876.0,1,235.0
PRT,36,878,105,543.0,174.5,0,0,1,10,5,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,717.5,1,108.6
ITA,59,878,83,1450.8,216.0,0,0,1,12,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1666.8,1,362.7
ITA,57,878,83,546.8,624.0,0,0,1,12,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1170.8,1,136.7
ITA,56,878,83,1177.2,1399.5,0,0,1,8,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,2576.7,1,294.3
ESP,42,878,30,375.3,35.5,0,0,1,6,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,410.8,1,125.10000000000001
FRA,41,878,118,320.4,90.0,0,0,1,6,3,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,410.4,1,106.8
BEL,27,878,131,349.8,61.5,0,0,1,8,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,411.3,1,87.45
ESP,55,878,1,417.0,6.0,0,0,1,2,1,879,879,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0,423.0,1,417.0
ISR,53,878,192,639.0,96.0,0,0,1,6,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,735.0,1,319.5
ESP,55,878,1,139.0,2.0,0,0,1,2,1,879,879,Direct,Direct,1,0,0,0,0,0,0,0,0,0,0,0,0,141.0,1,139.0
USA,33,878,23,278.0,67.5,0,0,1,4,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,345.5,1,139.0
GBR,48,878,96,0.0,16.0,0,0,1,6,3,881,881,Direct,Complementary,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,1,0.0
ISR,16,878,192,567.0,6.0,0,0,1,4,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,573.0,1,283.5
JPN,43,878,90,476.4,69.0,0,0,1,12,4,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,545.4,1,119.1
BEL,54,878,146,507.25,132.5,0,0,1,15,5,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,639.75,1,101.45
MAR,37,878,1,109.0,7.0,0,0,1,1,1,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,116.0,1,109.0
GBR,56,878,37,247.8,105.5,0,0,1,4,2,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,353.3,1,123.9
FRA,27,878,137,436.9,70.0,0,0,1,10,5,883,883,Direct,Direct,1,0,0,0,0,0,0,1,0,0,0,0,0,506.9,1,87.38
GBR,48,878,28,113.1,24.0,0,0,1,2,1,879,879,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,137.1,1,113.1
GBR,48,878,28,339.3,42.0,0,0,1,2,1,879,879,Direct,Direct,0,0,0,0,0,0,0,0,1,0,0,0,0,381.3,1,339.3
GBR,72,878,28,357.3,21.0,0,0,1,1,1,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,378.3,1,357.3
PRT,51,878,0,120.0,13.0,0,0,1,2,1,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,133.0,1,120.0
POL,52,878,22,973.0,183.5,0,0,2,6,3,878,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1156.5,2,324.3333333333333
GBR,44,878,0,183.0,57.0,0,0,1,4,1,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,1,183.0
AUS,63,877,114,239.4,125.1,0,0,1,6,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,364.5,1,119.7
GBR,61,877,24,556.0,86.5,0,0,1,8,4,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,642.5,1,139.0
GBR,46,877,136,279.9,42.0,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,321.9,1,93.3
CAN,56,877,165,382.5,63.0,0,0,1,12,6,883,883,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0,445.5,1,63.75
CAN,22,877,165,382.5,63.0,0,0,1,12,6,883,883,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,1,0,0,0,0,0,445.5,1,63.75
CAN,61,877,159,94.5,2.0,0,0,1,2,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,96.5,1,94.5
CAN,57,877,159,283.5,2.0,0,0,1,2,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,285.5,1,283.5
GBR,17,877,136,279.9,42.0,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,321.9,1,93.3
GBR,56,877,120,255.0,158.0,0,0,1,8,4,881,881,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,413.0,1,63.75
FRA,51,877,176,560.25,144.0,0,0,1,15,5,882,882,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,704.25,1,112.05
FRA,48,877,153,646.48,361.5,0,0,1,14,7,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1007.98,1,92.35428571428572
FRA,14,877,153,502.98,251.5,0,0,1,14,7,884,884,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,754.48,1,71.85428571428572
GBR,20,877,175,448.2,108.0,0,0,1,12,4,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,556.2,1,112.05
ESP,48,877,158,359.1,65.0,0,0,1,9,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,424.1,1,119.7
AUT,53,877,146,93.3,23.0,0,0,1,2,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,116.3,1,93.3
CHN,43,877,80,351.81,60.0,0,0,1,9,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,411.81,1,117.27
FRA,47,877,142,477.9,237.49,0,0,1,12,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,715.39,1,159.29999999999998
ESP,47,877,118,681.0,322.0,0,0,1,15,5,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,1003.0,1,136.2
GBR,49,877,85,317.7,126.0,0,0,1,2,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,443.7,1,317.7
GBR,18,877,85,105.9,23.0,0,0,1,2,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,128.9,1,105.9
ESP,46,877,24,278.0,22.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,1,0,0,300.0,1,139.0
GBR,49,877,164,189.0,319.5,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,508.5,1,94.5
ESP,51,877,24,834.0,12.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,1,0,0,846.0,1,417.0
GBR,16,877,164,189.0,62.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,251.0,1,94.5
PRT,35,877,280,122.92,56.5,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,179.42000000000002,1,61.46
BRA,49,877,199,233.76,102.0,0,0,1,8,4,881,881,Travel Agent/Operator,Other,1,0,0,0,0,0,0,1,0,0,0,0,0,335.76,1,58.44
DEU,29,877,121,252.72,38.4,0,0,1,6,3,880,880,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,291.12,1,84.24
ESP,53,877,81,459.9,106.0,0,0,1,9,3,880,880,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,565.9,1,153.29999999999998
ESP,30,877,156,349.8,101.0,0,0,1,8,4,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,450.8,1,87.45
FRA,52,877,3,198.0,14.0,0,0,1,2,1,878,878,Direct,Direct,0,0,0,0,0,0,0,1,0,0,0,0,0,212.0,1,198.0
USA,36,877,131,225.1,48.5,0,0,1,6,3,880,880,Travel Agent/Operator,Travel Agent/Operator,1,0,0,0,0,0,0,1,0,0,0,0,0,273.6,1,75.03333333333333
BRA,52,877,30,137.1,28.5,0,0,1,3,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,165.6,1,137.1
ESP,43,877,134,747.25,147.0,0,0,1,20,5,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,894.25,1,149.45
NLD,47,877,138,313.8,72.0,0,0,1,8,2,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,385.8,1,156.9
PRT,82,877,134,186.6,28.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,214.6,1,93.3
FRA,22,877,128,283.5,15.5,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,299.0,1,94.5
GBR,48,877,206,150.3,20.0,0,0,1,4,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,170.3,1,150.3
DEU,51,877,180,598.5,158.0,0,0,1,18,6,883,883,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,756.5,1,99.75
ESP,20,877,84,714.6,340.5,0,0,1,6,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,1055.1,1,357.3
FRA,61,877,4,168.5,19.5,0,0,1,3,1,878,878,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,188.0,1,168.5
GBR,14,877,146,63.75,19.5,0,0,1,2,1,878,878,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,83.25,1,63.75
PRT,23,877,131,318.75,160.6,0,0,1,10,5,882,882,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,479.35,1,63.75
ESP,54,877,84,211.8,46.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,257.8,1,105.9
PRT,42,877,15,91.0,36.0,0,0,1,4,1,878,878,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,127.0,1,91.0
FRA,51,877,178,560.25,153.5,0,0,1,15,5,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,713.75,1,112.05
FRA,36,877,31,329.34,28.0,0,0,1,4,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,1,0,0,357.34,1,164.67
FRA,27,877,1,417.0,37.0,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,454.0,1,139.0
FRA,32,877,5,330.72,51.5,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,382.22,1,110.24000000000001
GBR,53,877,175,349.8,72.0,0,0,1,8,4,881,881,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,421.8,1,87.45
NLD,51,877,188,279.9,67.5,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,347.4,1,93.3
NLD,58,877,188,279.9,69.5,0,0,1,6,3,880,880,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,1,0,0,0,0,349.4,1,93.3
BEL,12,877,94,523.5,90.0,0,0,1,4,2,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,613.5,1,261.75
GBR,48,877,206,282.5,103.5,0,0,1,4,1,878,878,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,386.0,1,282.5
BEL,41,877,96,168.5,27.0,0,0,1,4,2,879,879,Direct,Direct,0,0,0,0,0,0,0,0,0,0,0,0,0,195.5,1,84.25
GBR,47,877,147,70.45,13.65,0,0,1,2,1,878,878,Travel Agent/Operator,Travel Agent/Operator,0,0,0,0,0,0,0,0,0,0,0,0,0,84.10000000000001,1,70.45
FRA,62,877,144,239.4,182.0,0,0,1,6,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,421.4,1,119.7
BRA,47,877,134,639.0,159.0,0,0,1,6,2,879,879,Travel Agent/Operator,Other,0,0,0,0,0,0,0,1,0,0,0,0,0,798.0,1,319.5
ESP,40,877,103,598.5,507.5,0,0,1,15,5,882,882,Travel Agent/Operator,Other,0,0,0,0,0,0,0,0,0,0,0,0,0,1106.0,1,119.7
